CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
7b0deaf5f898f2251c04c68a2343d76e2f7d13ed7665af2cd31e8ccdc08b50e28f5e5b549d8c0a54477cb95fd88e71584048e1e474706c63f9deb0f3893df237,JC196443,,43546.66319,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",43547.44028,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,5250,N,NORTHWEST HWY,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,3,41.97585272,-87.76986913,POINT (-87.769869134022 41.975852723145)
7b762be43cd58ffed9a1fcc1a48063544ec37b67d369d707e8dc3936cb7ea0214c10273f5beed7daf908f002c60fa42884d54637e8dad8578f8f938547b819ee,JC463437,,43745.57639,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",43745.61111,FOLLOWING TOO CLOSELY,NOT APPLICABLE,499,S,ASHLAND AVE,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,2,10,41.87519547,-87.66648008,POINT (-87.666480084318 41.875195466975)
7a9814f30090d82a51641a865833e0b03d4884cf6f52f3b7ddb5ce5aaa92c48b510444218d81c838c9009fa03ef27ea57be5254133dec96da1b5fc0735fe41ad,JB100525,Y,43100.83333,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,43101.49792,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9206,S,DR MARTIN LUTHER KING JR DR,633,N,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,1,12,41.72669138,-87.61441349,POINT (-87.614413494325 41.726691383974)
4524c6bf8979e0001cd2e01fca01e2dd1a56adde67e82e1169ce380c6884bc6fe1e13a8227f4182c4304d2855a13aea64edd0bf4ab95ef21ed81dac1f595dd09,JF321639,,44757.69792,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",44760.40972,UNABLE TO DETERMINE,NOT APPLICABLE,1335,W,WRIGHTWOOD AVE,1932,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,7,41.92875605,-87.66237147,POINT (-87.662371471941 41.928756054195)
69717bcb55e8c49b98d541fbdac6d7a45312140f8fb0ebe2c13cf22c897f9026b3259612aaae803f5ae684f239b858044903e0f5f5ff60eb3145b1214f40bad4,JF375112,,44802.66944,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,44802.67847,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,3099,W,25TH ST,1033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,2,8,41.8462558,-87.70257488,POINT (-87.702574882831 41.846255801273)
6a0c8f262cf7234ec80ee065619124767a5e9421ec2f2787612c2ff5c9079c5c47e42b2f36cc0e9734b1e38353142f75a87d2fd4fcfc24a496553f3ef3330bc7,JF375289,,44802.65486,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44802.77917,WEATHER,NOT APPLICABLE,900,N,LAKE SHORE DR SB,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,8,41.89932228,-87.61873843,POINT (-87.618738433114 41.899322278833)
7a135e05b12f246e043ad5f0f5b210d74a6b639e3940496fd64a3ddd9a320474471a729d29c51b5a8573fbec97fb1ba93fd88fb14e644576045923d03159367d,JF321586,,44760.35347,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",44760.38681,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4400,N,CICERO AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,2,7,41.96079002,-87.74768936,POINT (-87.747689358768 41.960790022702)
7945e6959e8023cf29134b694a249794fd336c9092cbc93e1e22e4260933bfe31679c499098aec33d1fbbff74fa83facb762eb8a9d14445d3b19ac0c0b99886b,JD289582,Y,44017.83333,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,44019.73125,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,5214,S,TROY ST,923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,1,7,41.79854582,-87.70262818,POINT (-87.702628183527 41.798545816191)
7aa2c1f582bdc5e27244777f1cd6d7969ec36551daf9534a3bfff2f90f67153ef6c14af99f1424d75992ba5e112d61c3c0011c29362d4bfdb61ac7f5f2faeda3,JB549943,,43446.39583,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,43446.42708,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,10300,S,DAUPHIN AVE,512,,,,Y,CONSTRUCTION,Y,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,12,41.70738448,-87.60762446,POINT (-87.60762445965 41.707384478696)
7c4e9b660ce5c32cb666c3c348569588f04a1cc436c9101215fae42a5c6536d401d73f88e60cfb941901ca3c28f259db09e4db6d13c9bad85ec4e4794829d858,JE212285,,44313.88056,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",44313.88125,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,45,E,101ST ST,511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,3,4,41.71072317,-87.62181491,POINT (-87.621814910011 41.710723174442)
7a4cc8979d2eb3f27cf48aa96234e51cffcc94045dc29e69c2430e67673846051490accde295d735fa3b61607c2345f5c557f229efd65d5279aadd04b67f98e6,JA262455,,42858.71875,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,N,"$501 - $1,500",42868.76181,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,801,N,CICERO AVE,1111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,5,41.89505399,-87.74566176,POINT (-87.745661761541 41.895053985434)
461ac6de5c1c7674939192157820d32442b4a3017d2b0a1052a2e15d93b77aa2f60795a00bb86337a407ac8141d6bb2548da67ccbeace74cfe2f4dedd1ecb836,JF318026,,44757.01042,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,N,"OVER $1,500",44757.03125,NOT APPLICABLE,NOT APPLICABLE,9030,S,HALSTED ST,2223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,6,7,41.7299019,-87.64359413,POINT (-87.643594129088 41.729901899714)
6de205ea25e13a3c24b92ba73e09a30bfdf25f32c078494d64a9568805c2d6ab4b872e5deee452bef32a7715bc6f833483bc16729d06eedb140df4892c436a91,JF389127,,44802.71875,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44813.43403,FOLLOWING TOO CLOSELY,NOT APPLICABLE,422,W,GRAND AVE,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,2,8,41.89162284,-87.63946496,POINT (-87.639464958258 41.891622834769)
4734f44c9d0c445c6326df2ba7b6a30bebff4dfbbb00e0610808461d8d8e74b86cd22ecbe7262ed445d151ab83e7287b2dd60af54411aaa6a21b35e1050d0ec0,JF318888,,44757.66667,30,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",44757.74375,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6600,S,ASHLAND AVE,725,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,7,41.77391901,-87.66421393,POINT (-87.664213927644 41.77391901084)
79093a53e1610b5a445e4334e4af11d024357d87374f06f3fa6904591794e134973bc16432669497d324b99c0f44dede1a793bebb15a0fb73b88bdd5b70caa76,JF319718,,44758.55556,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",44758.55903,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5531,S,PULASKI RD,822,,,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,13,7,7,41.79233004,-87.72298623,POINT (-87.722986230219 41.792330039883)
7a656bce66ce93fff616f4297f02235cea1381d1c45edf0aa5070e196e33322e00cfc9d8a719aac80ff29fcaaad8456f2b2a8917d3fdf476d3add5fffaf84426,JB371925,,43311.6875,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",43311.69236,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,12801,S,HALSTED ST,523,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,2,7,41.66132602,-87.64121031,POINT (-87.641210305587 41.661326016282)
7929b3f3fc99b4e3cfdedebba7dbd9e241bedef3805a6e2ad7e79b4b86eb0139f88818029b8123e17ca1fb592090b3367a2e362f52f6e1ac425ca097af630dfe,JE359514,,44441.80903,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",44441.8125,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1529,N,HALSTED ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,5,9,41.9095053,-87.64809335,POINT (-87.648093346394 41.909505297175)
7a83636571fb854a37e0530c8f1c0b173e73e16258dd8ec6cdd69700056dd74f438821811135786529c60cd90569f139273cf51a00db5c5240a0e46230e26901,JD262228,,43988.91875,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,N,"OVER $1,500",43994.75278,IMPROPER BACKING,UNABLE TO DETERMINE,1516,N,KEDVALE AVE,2534,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,6,41.90855486,-87.73030467,POINT (-87.730304664579 41.908554856465)
47475345adb63945e4cb554bd897d06e3e226306056a494e9a4dfabef1218c63f7ccf070c1771f496347a2e72c335aeae060ede4256ff41e012ba46fbcfc8b28,JF318534,,44757.50694,30,STOP SIGN/FLASHER,NO CONTROLS,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",44757.54167,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7035,N,RIDGE BLVD,2424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,6,7,42.00997698,-87.6821071,POINT (-87.682107098313 42.009976978403)
47d94733049475a421c6a4c08b3311ac96d490ade812735d2846df7cfdc80823861862baed5efa5698859326b4509a25120317c2bc1330b6ebdf646940fb8199,JF319832,,44757.81944,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44758.65278,IMPROPER TURNING/NO SIGNAL,IMPROPER OVERTAKING/PASSING,1800,W,DIVISION ST,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,6,7,41.90337562,-87.67242958,POINT (-87.672429583224 41.903375619156)
487e088d24eb497b830caa3b5ce358b945b1a8aaa8e861448f2faad3d72b12498b877ce159cb514c82932060bd7a85dacc671b9a1ec62f660113ba23e41e4c80,JF318479,,44757.48472,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,44757.5,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4001,W,IRVING PARK RD,1732,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,6,7,41.95353736,-87.72769519,POINT (-87.727695188773 41.953537356864)
48f9d8469bbdb696c1675b093a72cb7606b196a6f22deaac6e896f44d22cd831b606d7376205933ecf621913a079cafc7c7e3a6f6d5a3a6e9893aaca705b76c7,JF318879,,44757.70833,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",44757.71875,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,8243,S,ASHLAND AVE,614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,6,7,41.74362139,-87.66311998,POINT (-87.663119982017 41.743621392067)
4913fe884717fb9e88c82efb8bbf24655527504a3ed02e5ed975be96eac3c7bcc56f3f946c778bfab24bc5f4622fc2b30b19fb7ff6c5731ce73f34c5851f61ae,JF318481,,44757.51042,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",44757.51042,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5900,S,NARRAGANSETT AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,6,7,41.78495121,-87.781684,POINT (-87.781684003862 41.784951209892)
4967dd2695ac5c5d12230391d6338b4309612b2c12eca7194774c29238e4a01f4f6da14895b1d41f1944c7faf6acd17fce729015d78fddc6f831f1900652184d,JF318940,,44757.72986,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",44757.72986,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,957,N,DAMEN AVE,1212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,6,7,41.89945027,-87.67700579,POINT (-87.677005784542 41.89945026669)
79512da6cdc39213a609fb940f7b748559fbb6df06601805fd162b7cc7892b87b8dba137019ae1223b3ba809a96b00ed5b1b9f9b85ebb02a0fb0b422e6ee57de,JE369415,,44450.375,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",44450.39583,UNABLE TO DETERMINE,UNABLE TO DETERMINE,550,W,87TH ST,622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,7,9,41.73627452,-87.63835788,POINT (-87.638357875628 41.736274520684)
7900994e7fefd0df6428915fe3bae5dc5a319741ada99c6fcc123acc9210b5c7e4d5ec43fef0ad7cd874bfd736367df8af589dc84c80a58f0ed75af5208aa1e5,JE458320,,44527.53125,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",44527.53472,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,306,E,75TH ST,323,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,7,11,41.75846743,-87.6179738,POINT (-87.617973801735 41.758467431028)
7c0bf6f55c326d10576b40252b53ecfc2e6d2ee193f945edb9086081f863ec331d5e75f764b6d89f49a695625a6101ddea61d44e1b0bf34fdaf0a43302b126dc,JE491261,,44558.71667,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44558.71736,UNABLE TO DETERMINE,NOT APPLICABLE,2009,N,KEDZIE AVE,1414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,3,12,41.91767986,-87.70683051,POINT (-87.706830512413 41.917679859026)
7bcdfdaf55ba68148505734dff3468e60a051d20d487940c226818d61f720e3f647aa938e1b02c34e9e334caab5616e0f72d900ede6caf236297dc10e197b44c,JE470785,,44538.79653,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,NOT DIVIDED,,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",44538.79931,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2600,S,ASHLAND AVE,912,,,,,,,4,NONINCAPACITATING INJURY,2,0,0,1,1,3,0,19,4,12,41.84484115,-87.66602127,POINT (-87.666021267163 41.844841146019)
7b15fd1e4c8dfc163bc0da2088313720794c6907020fe0a9e283e904141e2383cb3d0094423c6e3a17bfb21c2bfea301bf2ceabe2517558295eb8455ad804f81,JC263086,,43599.71042,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",43599.71875,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,4428,S,ARCHER AVE,821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,5,41.81292645,-87.70637217,POINT (-87.706372170806 41.812926451667)
496c6412392dfc82d1cfeb640a415be83c307a70e6b71d827e5dd29e6c6cf4f20893cc021b398e007427b1931b7c0ff104195c70a6bf332d9e7ae0c69d6fadca,JF319620,,44757.98611,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",44758.50347,UNABLE TO DETERMINE,NOT APPLICABLE,3951,W,PETERSON AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,6,7,41.99002966,-87.72835385,POINT (-87.728353847404 41.990029662816)
497cb9e8f3def86057207e3f11469e7dd6ecb2236bf99eb831581c9a26f0307472972009164da91823da40537acbcdb28aecbf0c26d53d39ff80c583d1db4e78,JE292643,,44383.78819,15,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR TO SIDE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44383.82292,IMPROPER BACKING,UNABLE TO DETERMINE,2650,N,CLYBOURN AVE,1931,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,3,7,41.92965278,-87.67529316,POINT (-87.675293163564 41.929652780387)
7b7663c3692e12b0ec95c8d32ba7b3b9f9719aa97335a25b6654d5b9d9bdfbac834a4cb2e0bffb36b44e91206fc689b078efe64ac0b6adf201970bc3131e10cd,JB450002,,43368.40625,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",43368.43056,FAILING TO YIELD RIGHT-OF-WAY,FOLLOWING TOO CLOSELY,4825,N,AUSTIN AVE,1622,,,,,,,3,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,9,3,9,41.96840002,-87.77789762,POINT (-87.777897620365 41.968400020635)
49c8c4f864dc16cda6fc044c7bb6a343ebe66529d2cf2bd1dcdb091d9fec33ab9336ca895187d59dc716d3646fd65f4d4b02ab175ff789b50a2b17576294af16,JF318966,,44757.76111,25,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",44757.77083,UNABLE TO DETERMINE,UNABLE TO DETERMINE,453,N,OAKLEY BLVD,1221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,7,41.8900726,-87.68408335,POINT (-87.684083350697 41.890072599105)
4a3b92dcdbd7f0b91e5bb57a3c3038dcb075261f507c20f9c0961a5178b032018d4b31ebfcb58eeca90d1fdff92cfb53a444dd55d4d85e72925d0334bea63f41,JF318227,,44757.3125,20,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",44757.32639,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5525,W,FLOURNOY ST,1522,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,6,7,41.87174902,-87.76255812,POINT (-87.762558122581 41.871749020035)
7c48bb9c1fb1c59a25d9087625500da91ab510d3c9be3319d867a4e48676005d3912f127bffea8eec1920cc2ae82fe2a7859669f59ca452b14e879b11f755c03,HZ393424,,42597.73611,30,TRAFFIC SIGNAL,UNKNOWN,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,1,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",42597.76597,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10300,S,GREEN ST,2232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,2,8,41.70681344,-87.64418617,POINT (-87.644186167628 41.706813442074)
79e4c869f48ad3d13aa33c61eaead7008a48f9b8be8d48a0ee6da9eb58a0709c96bd2214bf93d9e0a46712bf8c0f4d3110d96189e643422edf8a2b31de3433c6,JD451455,,44171.71389,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",44171.71736,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,5231,S,PULASKI RD,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,17,1,12,41.79774008,-87.72314282,POINT (-87.723142815455 41.797740080638)
